Batch,CURRENT,PRES_DISCHARGE,FREQUENCY,PRES_INTAKE,TEMP_INTAKE,TEMP_MOTOR_PUMP,VIBRATION,Failure
297,22.22717048,108.211422,56.5372162,81.01924834,126.056759,220.2996991,0.125437177,0
298,24.52912513,117.0362834,57.12672048,73.34559841,125.4411317,220.1290725,0.131074803,0
299,19.6106315,113.2167451,57.73532441,74.910595,143.1187604,210.8854515,0.138121835,0
300,25.68119965,110.3056684,59.2054902,70.76726393,149.0425847,203.326296,0.116980738,0
301,22.72176503,106.2447419,57.5261144,69.17303994,146.3927414,215.2401105,0.120371484,0
302,21.03725004,96.34403334,56.95172931,67.13616332,164.0458978,227.574003,0.148672249,0
303,16.29115219,113.2167451,60.75016321,59.77573021,136.0810925,205.7052458,0.12402777,0
304,16.04950856,101.7510837,60.43385866,64.70527875,127.4050822,219.6087824,0.125437177,0
305,17.97296021,84.90147228,59.89029249,90.09053779,121.8107758,166.072561,0.127229136,0
306,16.54457249,74.39470294,62.42611376,86.71594142,114.1365552,180.1412837,0.134376841,0
307,16.56063667,113.2167451,65.24291508,90.79603311,99.65270913,183.1847755,0.123694994,0
308,16.01207569,74.11571947,64.21872553,96.1185261,110.2334803,188.4447968,0.135806381,0
309,18.48156863,67.03603792,61.32713769,95.66791384,112.3165297,179.2642833,0.127864488,0
310,17.53142115,72.7865193,62.53132216,92.79066963,105.3992885,186.8106874,0.129817764,0
311,15.87371352,57.74311044,55.45458687,98.39215067,114.3686392,191.2179514,0.107765388,0
312,18.56610941,51.20283513,63.62610934,95.3991618,104.5706794,194.7955917,0.142954086,0
313,18.04754122,58.06426505,64.20831038,100.2521931,114.1488628,190.6755311,0.126846583,0
314,19.88838369,110.7683628,59.2054902,96.22625503,104.6835498,187.8149429,0.133893615,0
315,17.19641899,113.2167451,61.55662133,92.48090797,106.3278354,194.3225306,0.147322127,0
316,16.33739096,110.2685948,59.81280474,97.06380466,105.6416085,195.5940856,0.125458213,0
317,20.52550211,89.7409503,56.58907585,85.42823529,110.3069958,190.2299352,0.113966174,0
318,21.61641991,70.1158342,62.06178323,97.77751008,114.95743,197.0352474,0.143152633,0
319,18.36896748,67.73343384,59.57912832,97.97189014,124.1758824,196.4112201,0.156166509,0
320,25.46621314,51.51632343,61.54049762,97.02376253,115.4421896,193.5130522,0.113966174,0
321,28.97219499,89.00673711,59.2054902,94.40119754,115.4575876,204.1701776,0.130644151,0
322,18.48156863,50.1269128,59.2054902,92.76317844,103.5879898,201.5497684,0.111840549,0
323,25.00222558,41.55237509,62.95090934,88.98783224,111.9634637,193.4731682,0.126474656,0
324,18.48156863,62.51416779,61.04577565,90.68312059,121.1591126,203.0217874,0.129254319,0
325,17.53636186,113.2167451,66.60693793,85.42823529,111.6611062,199.775947,0.144542464,0
326,21.67659495,57.92596252,59.2054902,88.38246761,103.7675485,201.2024748,0.155661116,0
327,20.60939638,66.21411437,62.97104242,90.95120094,98.81697941,200.2482244,0.122305162,0
328,23.35017939,117.2375952,59.7422887,90.46092888,143.040203,198.4649127,0.421876978,0
329,24.67990642,121.6330147,58.55139375,88.78992941,130.5946254,197.8820299,0.66538625,0
330,26.44223911,116.2963805,57.51484029,87.01646253,126.6071771,200.9528681,0.678237679,0
331,22.08900549,113.1701534,57.02989452,90.18437475,129.9093895,205.067861,0.692135992,0
332,17.77937286,126.4303715,56.47673746,84.9842513,135.8290463,212.4260498,0.821390315,0
333,16.75468946,113.7452911,56.89198462,81.8727581,98.4564183,201.1742659,0.696626226,0
334,15.38845694,116.0400369,59.2054902,82.73056443,116.4218208,208.6327984,0.667119027,0
335,17.06894688,113.2167451,58.20928819,82.2679901,117.8638026,218.8951717,0.674068185,0
336,15.70297356,115.3430744,58.97042928,77.9456367,124.1758824,213.1227647,0.676515086,0
337,18.07634242,103.0087606,57.21635058,76.97397911,153.4314458,220.5503792,1.108469798,0
338,17.58088766,109.440487,58.18769012,80.18221185,144.9527722,218.8628089,0.165557297,0
339,17.27712419,113.7452911,56.89198462,78.40750654,112.783245,233.4342417,0.136712428,0
340,17.69518011,116.0400369,59.2054902,77.8094856,124.35531,218.0807833,0.145932296,0
341,18.54393479,113.2167451,58.20928819,70.49594883,153.2632394,227.6096097,0.145168867,0
342,20.25781863,115.3430744,58.97042928,78.40750654,112.783245,233.4342417,0.155034713,0
343,24.99577835,103.0087606,57.21635058,77.8094856,124.35531,218.0807833,0.09033904,0
344,26.50011141,109.440487,58.18769012,70.49594883,153.2632394,227.6096097,0.108524299,0
345,22.58706769,116.4511026,59.2054902,85.61324229,114.637733,194.4075041,0.76123924,0
346,26.37085482,124.0705613,59.2054902,85.46977292,118.8838935,194.2037543,0.384285729,0
347,25.88664533,117.8206591,58.10828173,82.52406037,130.6263897,186.9638915,0.279855071,0
348,26.71427293,118.486685,54.70199187,93.69980778,125.0119513,187.4054276,0.359501926,0
349,24.9550203,129.3150712,57.05780594,85.42823529,137.9026258,189.4541286,0.147577458,0
350,26.12527295,127.8443597,56.71733659,87.4070104,91.51253286,188.5784465,0.232094509,0
351,18.96754207,126.0803202,59.2054902,86.04132476,133.7805249,193.898919,0.348007719,0
352,16.19674881,123.2536199,58.68345602,88.8880325,103.107946,197.7757371,0.365525034,0
353,16.5211134,113.2167451,57.66998279,89.78387669,134.4615803,190.113412,0.462244011,0
354,16.65826705,116.0887253,59.2054902,88.74972367,114.6050025,199.934861,0.302760594,0
355,16.69333814,110.9049318,59.2054902,89.06825252,136.9888356,197.0354298,0.290585423,0
356,16.23345188,113.832117,57.73176957,85.54201105,129.8446875,199.3192554,0.442997263,0
357,15.83439123,101.6190105,57.62826369,86.87491268,131.4032509,198.9119031,0.520773055,0
358,18.48156863,111.9874169,57.53122074,81.80581027,119.2807184,210.3786068,0.763269825,0
359,15.98199305,97.89167664,60.22307215,80.98924784,147.0231979,214.7783021,0.584736037,0
360,15.54446448,81.5260661,63.97956191,77.80416815,94.2722623,217.3973707,0.813911036,0
361,16.57236405,141.6290859,57.57403221,94.68939596,106.8787279,191.2378326,0.207042212,0
362,17.60357796,140.3642608,57.60802791,93.66674966,106.6060289,192.2186505,0.208105627,0
363,17.17541526,132.8178742,58.60933077,98.47355196,124.1758824,201.1496599,0.374746676,0
364,16.4158721,138.5582964,57.40011555,94.41870219,92.31180665,199.8975379,0.345183067,0
365,16.82281384,136.9589393,57.86251588,97.42825933,124.1758824,190.4049546,0.253594133,0
366,18.48156863,134.1570531,57.87168428,93.96528754,117.1390581,198.1628359,0.248819403,0
367,17.50806952,126.3012496,57.94526535,92.28724254,124.3096163,196.2248514,0.212570723,0
368,16.73833765,127.0476494,57.82809935,94.05919786,115.1758793,191.3472316,0.233711744,0
369,15.76144064,130.1470588,57.39941811,94.38448323,112.807809,205.570903,0.356454282,0
370,18.24078595,123.69159,58.49228064,92.19201114,117.1097669,194.6264484,0.426307286,0
371,19.36868662,120.3603737,58.10300472,91.05298432,106.3225657,195.9729212,0.424560791,0
372,18.1863035,124.1236631,57.86586321,92.10149142,97.73402886,203.8577868,0.345575745,0
373,23.12104602,129.9739087,59.2054902,90.28238657,102.7282997,197.927013,0.282808882,0
374,27.10466013,127.2677323,57.02058134,93.8391027,118.5897487,200.0714753,0.391316702,0
375,19.53726651,124.8190966,57.62197067,91.01844895,110.6277222,192.5016611,0.294378202,0
376,22.95615661,130.012871,57.17229581,95.21610085,117.3062892,187.5316929,0.311881974,0
377,17.60350848,129.2062366,58.75391262,95.86625106,126.4115415,199.7979978,0.205759555,0
378,17.83373878,121.785525,57.85596142,93.68521707,130.9648871,192.0290712,0.723766667,0
379,18.30837209,121.6859234,56.70771532,93.21870317,112.8556927,202.4858132,0.291897003,0
380,18.78291114,113.2167451,58.30524826,93.60956796,127.0355972,203.4047409,0.427103457,0
381,16.17550903,122.0550487,56.60860795,86.94959498,135.2344135,208.3500732,0.444946602,0
382,17.05840094,106.7147748,56.52809904,88.11959621,105.4171791,196.2184643,0.448575102,0
383,18.48156863,113.6094153,58.7600098,86.01318605,111.6887685,204.5787258,0.529446908,0
384,18.19635502,104.3346426,57.79178373,84.45849527,115.5929511,201.0088233,0.601761217,0
385,16.96132958,101.9450523,57.92396767,84.30520477,141.4103111,207.0036103,0.52110331,0
386,15.31222505,105.6476895,56.20064751,80.25251512,138.5046554,209.4764482,0.776246989,0
387,17.40108714,96.01100915,59.57862957,81.56601384,129.7489416,202.8628288,0.967588649,0
388,17.96228998,89.46976992,58.97477304,75.2126925,168.9028681,236.5680757,0.846125249,0
389,21.10958012,85.18255739,62.29666421,76.03386385,129.0135276,231.5884243,1.339418977,0
390,18.84639335,77.48103586,60.75722835,73.39086807,142.5410186,245.7107323,0.914515605,0
391,20.84958272,62.32637219,59.2054902,73.19805925,156.2669063,242.5725098,0.723766667,0
392,19.3725801,63.82175296,62.73808543,67.59186045,176.5159968,230.8961663,1.476558344,1
393,22.3705582,78.09332352,59.2054902,68.92038089,139.6705374,261.0161376,1.769950025,1
394,25.32695799,55.07830542,59.51975333,66.53834656,166.7466519,194.0466081,0.723766667,1
395,18.16434598,66.40249572,59.82805229,72.25345948,135.1074129,234.0414882,1.2587853,1
396,26.39236545,70.16561693,57.46904461,71.11070841,148.0549373,272.3751471,0.819198829,1
397,17.504891,81.67389519,67.06425804,65.20428489,136.4984775,259.1860807,1.581670706,1
398,25.90822584,61.5171357,58.0014437,66.37892984,151.6801148,263.8992667,1.085164544,1
399,30.71601587,52.97682925,66.57157302,71.75781892,122.1912499,283.9465258,2.174197843,1
400,18.48156863,55.14548056,62.95871802,68.02969933,153.8603995,350.9561007,0.072198927,1
401,20.41929469,67.89233112,64.15002107,54.07456504,132.4207448,295.402162,2.868127302,1
402,20.34671327,69.0327927,63.69013891,63.49964857,144.722626,282.6518315,0.849965264,1
403,20.24242683,78.73605435,66.65319262,85.42823529,141.4648498,228.4146378,2.101501237,1
404,17.2999369,64.71271191,58.04175967,71.18685242,157.2835544,223.4012653,2.393034251,1
405,16.22417174,55.3962609,65.1005245,85.42823529,124.1758824,253.8830046,1.191983868,1
406,16.63950051,77.05375662,59.2054902,71.53994877,163.2604068,220.7052077,0.723766667,1
407,15.87621858,81.17786056,56.02345128,85.61324229,114.637733,194.4075041,0.804124161,0
408,15.86716527,66.07328215,55.45211904,85.46977292,118.8838935,194.2037543,1.031586267,0
409,16.2540656,56.2542116,55.87773202,82.52406037,130.6263897,186.9638915,1.347027745,0
410,15.97988911,66.49272128,59.62139651,93.69980778,125.0119513,187.4054276,1.026952989,0
411,17.77522106,109.4665781,59.27938862,85.42823529,137.9026258,189.4541286,0.987747668,0
412,17.83802425,90.7937868,59.73397446,87.4070104,91.51253286,188.5784465,2.222752638,0
413,16.73675049,100.7247188,59.2054902,86.04132476,133.7805249,193.898919,2.436829975,0
414,18.30943178,78.37632038,57.60049315,88.8880325,103.107946,197.7757371,0.318459362,0
415,17.03346329,76.09796233,56.93711724,89.78387669,134.4615803,190.113412,0.723766667,0
416,18.73560964,113.2167451,57.71272528,88.74972367,114.6050025,199.934861,0.723766667,0
417,17.25492385,117.2929801,59.84230576,89.06825252,136.9888356,197.0354298,0.327311254,0
418,17.99214766,133.7499791,58.59560904,85.54201105,129.8446875,199.3192554,0.627156017,0
419,20.94819023,78.33527892,61.59012743,86.87491268,131.4032509,198.9119031,1.096526252,1
420,21.54360289,76.13364018,61.01385061,81.80581027,119.2807184,210.3786068,3.114642177,1
421,22.14362546,75.44749022,61.91352939,80.98924784,147.0231979,214.7783021,1.536622024,1
422,23.19022268,70.97232709,63.30521183,77.80416815,94.2722623,217.3973707,0.75333899,1
423,24.78357679,67.09761744,64.51337901,74.23309153,117.2730504,227.955468,0.789798657,1
424,26.71832295,63.71609595,65.77720355,74.85296167,144.6301763,219.0772621,0.850634801,1
425,28.16597077,60.37657114,68.0870374,69.74838616,102.592833,213.1227647,1.113680705,1
426,29.16584044,58.87196398,62.93485327,64.82834209,167.7016251,278.5428675,1.28702626,1
427,31.91986098,55.2167451,61.33333494,65.87388757,136.0206919,227.3043346,1.24726194,1
428,18.48156863,113.0411031,61.00966099,58.80059413,169.3177087,243.0790659,2.592776023,0
429,18.30928118,121.6321602,57.12766394,64.75305401,123.1020614,245.613414,1.699336991,0
430,18.48156863,116.6996417,56.63655999,68.13791977,124.1758824,263.9896888,0.872325587,0
431,16.99163323,128.8924957,56.92411393,73.45689372,159.0863913,271.0001186,1.123763479,0
432,14.91699348,127.708022,57.14724805,85.42823529,125.1863881,214.8821107,1.882821839,0
433,17.52627785,119.1915561,58.183712,81.07167847,136.6701951,205.6807879,-0.016228175,0
434,18.0882987,125.7138645,57.75701669,80.09294763,141.5550655,216.2497296,0.723766667,0
435,17.76982363,124.1735247,57.1497036,76.20170871,141.0335083,204.3972367,0.364019793,0
436,17.95625274,122.4863084,59.77097077,73.91680289,126.406457,223.6461662,0.533313079,0
437,17.92012481,102.0917702,57.78203208,71.55824784,142.3749095,231.1731603,0.490756525,0
438,19.59953472,109.3908214,57.88851212,69.61340875,135.720641,210.2034903,1.37480604,0
439,20.55655462,98.9450474,57.36228963,60.32061584,124.1758824,162.1692827,1.044247848,0
440,21.12534528,105.3379716,59.2054902,72.36568103,170.1236062,270.6854652,1.702156134,0
441,21.30317128,100.1030969,63.79353361,67.71625974,158.1411002,287.8581707,1.661433584,0
442,21.77668679,100.2381351,59.2054902,65.36308231,146.1312594,248.2614413,1.003047994,0
443,20.77967509,96.81626926,60.28513666,94.6051267,150.8472014,209.7298521,1.40905103,0
444,21.89876323,90.4862172,62.28693913,78.57307365,135.556521,213.1227647,1.855569615,0
445,26.74411803,81.24770378,58.61258914,73.69038561,146.2679093,229.7578811,1.063760055,0
446,23.98702492,80.99258499,59.06368298,68.49498072,155.7701267,219.1532629,1.695218408,0
447,26.18208895,57.49192458,59.59029628,70.64822063,145.8446353,222.3701611,-0.024915865,0
448,18.48156863,75.10512386,59.2054902,69.50713139,124.1758824,278.5896022,0.281823513,0
449,18.48156863,71.10265097,62.02035123,85.42823529,139.5623443,236.2860492,0.723766667,0
450,17.52582113,59.45994196,63.40494251,67.62641814,165.2129687,283.2657424,0.211974921,0
451,18.23303243,86.71980997,58.33345493,68.37188899,163.1722114,214.8487591,0.243528193,0
452,18.45409099,75.86779606,57.12460226,63.56909658,185.7153228,330.6339204,0.20809466,0
453,16.19713232,72.814053,57.84240579,71.24066517,143.5890695,213.1227647,0.723766667,0
454,17.27578607,65.67816794,61.68627002,84.2114143,110.4648097,213.1227647,0.128159315,0
455,16.25759527,60.87309497,60.14614141,74.42555487,118.4267137,214.1996071,0.310722303,0
456,15.59649625,60.78394436,62.77382518,73.93384037,134.6906266,225.927923,0.335486926,0
457,18.32923925,101.7386147,58.15289965,69.85140747,124.5575305,233.2289835,0.288070812,0
458,18.08692599,93.54474929,60.02014814,72.69070475,165.1192061,231.5988275,0.231135666,0
459,21.37538285,78.35365296,62.41186805,67.43760365,143.901586,217.9389265,0.138869671,0
460,21.85000789,81.28879674,68.96635617,64.14687942,136.0590031,258.2697661,0.363433173,0
461,24.07295312,71.58890156,60.62082439,66.54902879,138.4041212,256.0033064,0.241879688,0
462,28.90434038,72.02426872,59.37528696,62.15505206,149.1048036,232.2587379,0.423246889,0
463,23.18610008,68.69803699,65.71875038,85.42823529,177.436479,270.7058689,0.377585228,0
464,20.15600362,60.58439183,59.2054902,79.62714531,158.5017382,199.6118248,0.362683575,0
465,17.89516181,43.85714039,59.65432417,80.1281094,125.5129841,200.3580718,0.352530024,0
466,16.29113066,110.565134,57.3630421,79.08241585,140.2703231,213.4250401,0.31040359,0
467,18.2244313,129.6907766,58.81203656,81.00822806,136.878212,215.467661,0.55729348,0
468,19.37082306,110.6944869,55.63542523,77.54194512,117.5733462,205.1885314,0.660758428,0
469,19.20768955,110.8621713,62.40468491,75.58851022,138.1747424,234.0742823,0.89159557,0
470,25.53813965,94.94635778,59.38986021,69.48906626,137.9303052,236.1451841,0.723766667,0
471,28.52254875,81.74203586,59.2054902,69.14790425,143.2103174,253.7784595,0.757275767,0
472,28.70262371,69.53095471,63.82118962,65.91340371,133.4468828,243.8004457,1.366468231,0
473,27.42949058,84.949369,69.65036101,65.76671912,128.5391343,249.3606859,0.820302758,0
474,18.48156863,113.2167451,69.23969431,68.56971981,191.5692239,247.9583462,1.308601532,0
475,21.89951997,63.12170505,59.2054902,65.21767148,112.562153,262.725695,1.293246115,0
476,28.05128356,81.54863697,57.75905275,85.42823529,177.6064852,303.4090241,1.540908572,0
477,16.39030162,66.2300617,63.4511722,68.43283449,113.8484617,195.9960264,1.551959626,0
478,19.80093104,63.50234596,58.24534931,69.91281,156.6221565,270.2871416,1.484168999,0
479,20.93682235,113.4133532,59.2054902,66.20673501,177.5015484,267.4181582,0.723766667,0
480,20.69708725,102.20683,59.2054902,85.42823529,114.7769629,183.5253628,0.336816998,0
481,24.81827102,113.2167451,60.4958122,64.59530453,156.8934829,267.5160844,0.603615306,0
482,22.16517671,109.123094,61.28788396,87.89526095,130.9964165,208.0724798,0.430435484,0
483,26.2742282,113.2167451,56.79195901,78.40264883,123.7576856,184.7184149,1.176466544,0
484,28.98045255,94.09801411,60.39436002,85.42823529,124.1758824,203.2659475,1.413244853,0
485,25.02129859,113.2167451,59.2054902,85.4658648,129.5607594,189.6373721,2.499950902,0
486,23.06570397,79.23926287,61.66341794,88.60196545,140.3711151,191.4018617,1.395988328,0
487,18.48156863,65.61150775,58.78128594,85.95651648,137.5764133,209.011105,0.522083654,0
488,18.89884059,64.65352492,57.15198702,82.40623572,126.8908898,200.4814209,0.547477797,0
489,16.9224948,76.03035591,56.0226277,79.33748247,123.2952348,198.7301271,0.261648477,0
490,17.07310979,58.89618506,58.97521625,81.73711306,129.9333442,221.47831,0.227677719,0
491,25.65954982,42.42642439,57.53381705,78.80191134,118.7071391,210.8421521,0.287103042,0
492,24.51073791,117.9962432,59.10277385,74.85464581,138.1935812,213.9510552,0.535381475,0
493,18.48156863,96.23205921,58.30272769,77.30530197,123.0461929,232.5851585,0.515505909,0
494,18.48156863,82.11126743,55.71649139,74.95516086,143.1102786,228.9772338,0.627038164,0
495,26.06317762,83.49884033,59.11416874,69.89955728,171.4897209,241.5893932,0.778064828,0
496,28.16313771,43.66016583,58.20284067,70.16858719,147.5146025,242.1068313,0.854478463,0
497,23.72768731,41.56280925,56.82979755,62.76462467,143.7184108,236.8574753,1.431586982,0
498,18.6127252,115.9746294,58.34634176,66.42900516,150.6063252,273.4214714,1.889819655,0
499,16.87070843,111.3201419,58.10544319,65.18779639,143.448746,235.7700758,1.279967486,0
500,17.10797125,110.2779319,61.50670798,81.84486363,132.5715733,175.5332811,0.736766524,0
501,17.489002,115.110094,59.3816963,85.4051805,124.1758824,210.9385542,-0.297567263,0
502,17.83047542,100.0508979,71.66329037,81.05379554,134.5295301,186.7012466,0.08389659,0
503,16.95181569,91.1736038,55.4684593,86.8421397,103.5142564,191.3220253,0.246719201,0
504,16.2972419,88.59861238,59.74689595,85.50678272,101.5994034,197.2836022,0.257730059,0
505,17.09847429,85.86696693,57.47772799,87.08833517,124.1758824,202.9590842,0.252875039,0
506,15.70053703,67.3283264,58.12521584,85.42510656,113.4506224,192.6225804,0.400186065,0
507,19.2540548,77.70065532,58.36023456,87.09929594,134.9561331,192.7450689,0.25046704,0
508,17.24687971,74.6657047,60.06986703,85.52112197,121.8363174,189.7357979,0.465312646,0
509,17.77112931,78.96096814,55.63570184,86.39946999,122.9721239,199.5894729,0.426882735,0
510,17.2250155,58.59889191,58.03964212,83.95182396,95.43196622,208.158985,0.576449136,0
511,19.35237198,88.31834314,56.77700649,80.73593838,127.5248529,217.0050699,0.467431161,0
512,18.8547883,65.21826988,62.20454954,83.65503614,113.4824451,206.9094471,0.699781508,0
513,18.71597331,61.79617711,61.12020496,78.41138865,127.3884361,204.4148202,0.583554788,0
514,19.63861481,50.17132719,59.9896681,76.98423067,135.8772375,209.6293477,1.009555956,0
515,19.44922768,125.3835704,59.52813935,81.1757484,126.9258749,221.963106,0.819303859,0
516,18.48156863,120.8886136,58.32205635,76.21683353,109.9274137,224.9703661,1.552008953,0
517,19.83143227,133.1023081,62.96258475,72.51196131,122.3573178,238.1471086,1.284679014,0
518,24.59645538,139.0966405,56.36656862,71.10018844,146.5624869,234.1906877,2.533243782,0
519,24.86573415,141.880806,61.37612789,70.93071015,161.5103344,237.4478232,0.723766667,0
520,22.6652058,128.5998677,60.3631802,71.72684857,155.869576,230.5424761,1.243606788,0
521,27.1467735,135.3716626,65.00745878,69.2168195,142.5576832,209.1629622,0.683313605,0
522,19.51219995,134.6627833,70.36646503,72.18917139,172.2619988,247.096335,1.799273681,0
523,23.90256418,113.2167451,58.27237296,68.72816972,130.0846311,256.79009,2.793804075,0
524,25.44530758,132.0915285,59.2054902,79.8489334,127.4696176,175.3183359,0.306640805,0
525,24.02892324,132.4841774,56.78199416,85.95117537,113.0161477,212.8466484,0.393413333,0
526,19.90848781,122.5374613,60.63050259,85.72425338,112.3767694,196.6811146,0.232268098,0
527,20.73824886,115.9558644,58.17517707,83.2870156,111.7939616,195.5032589,0.545419105,0
528,20.60605007,122.5792873,57.25935338,84.55802001,93.77555959,199.9137876,0.686041088,0
529,17.05668296,113.2167451,59.2054902,81.3748807,131.0088523,196.9284701,0.556709296,0
530,16.61478022,116.5977763,58.28538799,78.18915907,117.9247307,199.2763051,0.693445929,0
531,16.83602573,114.1125035,57.45548316,84.26263051,95.79411918,203.467467,0.874092078,0
532,15.85820134,112.8913446,59.75376653,83.34163847,130.7888616,207.5165773,1.332740436,0
533,17.35332805,104.6369452,59.14706278,76.9917995,142.1360209,247.1858907,1.386836086,0
534,16.99835266,113.2167451,63.11062985,72.69956559,129.7445384,213.1227647,1.354546021,0
535,15.84715514,99.82508621,65.07258675,70.89854582,113.4749963,220.6811137,2.153661245,0
536,16.96210068,97.44996434,66.37756257,72.9589842,122.9210861,244.2983655,1.668408751,0
537,15.87902943,75.78900558,61.77053247,66.6937419,145.7757443,199.2842994,1.57712435,0
538,15.61979094,61.27734953,58.51997885,68.5374987,147.6370468,273.1788388,1.556471142,0
539,16.14801839,52.93137853,59.2054902,70.51458053,177.1528051,234.9717567,0.631266891,0
540,16.11107466,81.57327347,60.16352851,70.57378442,157.7821025,213.9252482,1.230316528,0
541,18.71715245,79.54622982,61.41635509,70.6775954,109.6528324,255.5690845,1.295243582,1
542,19.51035573,77.22413127,62.65119237,63.74643916,172.423422,226.8327439,1.017847065,1
543,22.11496505,77.46650402,60.66227425,76.18873589,150.0437473,220.8101877,1.862051206,1
544,26.79437088,76.5367793,63.58124213,78.24386831,113.4282888,230.1803167,0.699018851,1
545,23.58143766,74.9774703,64.04259183,87.30625991,117.8833646,233.7696996,1.929908044,1
546,22.70593433,74.263809,61.55292606,85.1613933,140.3279671,237.0666755,0.477426044,1
547,25.49183196,72.2166374,67.8059003,85.15485111,92.84375219,240.834353,2.678691678,1
548,26.45236746,70.3093055,62.02131992,84.90179278,118.6543973,244.015919,0.590554747,1
549,28.95002063,65.8771268,64.1790909,82.37581503,121.8703642,246.6270449,1.186891751,1
550,30.78000581,68.1829377,66.35437472,83.1096431,134.4645875,249.5328632,0.2255514,1
551,24.97902534,66.67331989,66.58172295,85.22285862,132.6990138,250.9994612,0.522176939,1
552,22.49800257,65.95463285,63.2054902,78.78351424,122.8831518,252.4711896,0.535946964,1
553,20.82333441,62.13926988,61.2054902,83.1625225,121.6266573,256.0410137,0.234420075,1
554,19.23109034,60.25644817,62.87971258,80.66182805,116.3046561,260.0888355,0.424715327,1
555,19.45338497,65.16684253,64.84865249,75.27111212,154.6497378,266.4658189,0.68379024,1
556,19.51645996,79.97116362,65.87934129,71.06529812,173.3180815,269.875869,0.909317731,1
557,20.55170628,73.04391674,65.35576766,64.32018304,127.9725283,254.6069282,0.928209268,1
558,22.1804508,65.18205285,66.26629141,67.10492794,192.7638574,242.0526551,0.723766667,1
559,23.27719928,69.13923561,61.2054902,66.21913046,124.1758824,235.5588769,0.981540718,1
560,30.61382118,72.51675664,58.56721417,71.70928103,146.3114474,222.4431574,1.743274321,0
561,27.80685116,62.34629429,59.16099401,73.57741495,137.2237332,304.3476839,1.393842676,0
562,25.10894828,61.03402952,60.86911478,85.47912856,124.1758824,213.1227647,1.512132462,0
563,28.76411235,112.3094497,55.56511403,87.14505358,124.1758824,187.2488381,1.533233439,0
564,25.82722,113.8907943,63.14912563,89.1913162,117.7545821,183.416718,0.723766667,0
565,23.21990443,99.88205087,62.63568867,90.24259425,137.6427499,190.5386784,0.412773299,0
566,26.72392752,87.50430958,63.68922536,86.29933913,117.9706138,192.2262192,0.723766667,0
567,29.69323259,86.36860807,57.4510112,84.21264191,114.3283588,194.430955,0.124568946,0
568,15.45722674,85.93419679,66.70066358,86.2961539,111.2157598,201.1099611,0.423933923,0
569,17.68331007,78.22045165,61.96786045,80.42389627,145.5293664,202.455447,0.253700898,0
570,17.71266135,82.09696149,55.65930896,85.19449629,132.0773196,196.7733396,0.571476359,0
571,16.6302576,113.2167451,59.50667989,82.29520139,127.1368076,220.0779146,0.448683397,0
572,15.88625155,92.49807448,60.12247195,79.64294284,135.8779501,223.4646173,0.525264167,0
573,16.14272794,113.2167451,62.22620632,77.74551933,141.980031,223.5636758,0.618176624,0
574,15.33574102,91.50994297,59.2054902,79.07985415,141.5464313,226.1607974,0.615469876,0
575,14.99271077,113.2167451,68.23316981,70.57294066,135.6495439,239.1425263,0.687979753,0
576,18.71469801,127.5917449,66.70392931,70.34195706,122.1406582,272.7948053,1.262700555,0
577,20.04227389,114.448823,68.44430101,68.09250813,167.8706175,214.0507515,1.04580484,0
578,21.75524063,109.2162226,70.81350395,65.85860387,163.5963668,263.8896956,2.27500875,0
579,22.40708618,93.86352548,59.09538253,66.94401976,172.4992841,250.0944466,1.164519135,0
580,18.48156863,90.29664825,58.70122375,65.70590749,124.1758824,237.3971921,3.000290243,0
581,28.74550411,75.78820098,65.94659869,67.03285399,145.5523244,278.5991239,1.507600082,0
582,22.34187123,51.42383852,68.02290482,69.48772624,136.896487,293.4194729,0.434562203,0
583,27.25991743,74.4527667,63.22174192,67.24762629,114.6515086,208.9802886,0.302913064,0
584,18.48156863,69.11063051,58.54589126,69.40292963,155.7120996,242.1134178,0.723766667,0
585,15.0447772,95.15860381,58.27057913,57.43161644,174.4414092,252.9867061,0.868074288,0
586,16.88068641,71.54225681,68.95282978,65.51264433,169.9989977,236.9998412,0.744183467,0
587,16.46233702,101.8718538,59.4000887,67.98878774,145.8123839,291.3469696,2.150771402,0
588,16.15057139,70.04679236,62.63119997,86.47809356,124.0410169,220.2742767,0.889499577,0
589,16.00021749,134.7401641,68.7533175,76.47333143,146.848654,205.7015558,2.039597215,0
590,16.01440389,119.4405913,56.113433,74.77786087,125.218932,239.0977579,2.343683081,0
591,16.71916768,124.6666772,57.41926086,74.26898584,156.2387855,235.387488,1.838205969,0
592,18.48156863,112.6816781,59.07433634,67.79514733,129.9592665,293.639954,2.511345206,0
593,16.89455672,111.5596908,55.8160361,68.79117865,152.1659935,262.2198133,2.419847275,0
594,16.6497966,103.3378946,56.95078227,68.62432494,126.3681084,213.1227647,3.494801744,0
595,15.45250237,109.6558155,57.73248856,74.61146149,130.1911356,238.6345244,0.348048604,0
596,15.73270437,98.07662231,60.6096609,85.42823529,152.2227733,262.2598569,1.389847794,0
597,17.05459175,86.38199354,63.98604202,62.78175004,165.1193314,223.120637,1.364594209,0
598,17.59059615,95.76094974,58.49477135,62.81209974,185.1549518,292.3336103,0.733206862,0
599,18.58293791,86.58180998,58.97243207,72.03030365,148.7675279,311.6102339,0.254794358,0
600,17.27657017,65.92715561,60.64588376,61.16181028,161.6476891,221.9596418,1.084191571,0
