Batch,CURRENT,PRES_DISCHARGE,FREQUENCY,PRES_INTAKE,TEMP_INTAKE,TEMP_MOTOR_PUMP,VIBRATION,Failure
601,17.19037194,70.89590524,58.4703794,85.42823529,149.257382,315.6674933,1.304183416,0
602,18.12195212,59.5304514,55.53634868,66.78925049,126.5521312,228.5563806,1.876997774,0
603,17.46346328,67.95913293,62.78348708,59.44003778,164.2440902,323.5083143,0.723766667,0
604,19.5100998,67.54469203,62.81859613,67.06355796,143.1106929,198.6550154,1.873602417,0
605,23.00557715,65.24241457,57.95738883,85.42823529,168.8649228,287.4590871,-0.051339986,0
606,18.48156863,50.67472237,57.81548628,85.42823529,200.2663739,281.0560444,1.973775387,0
607,17.25348873,44.62286366,62.4132185,62.47008316,127.2206483,216.0890436,2.621478984,0
608,18.91510025,84.8436837,61.31215972,85.42823529,149.4649347,222.4542198,2.550618957,1
609,19.89157766,78.4396564,63.73272646,77.47450983,110.3343093,224.0016887,0.723766667,1
610,21.15609523,74.4580856,67.85471301,78.35902409,141.4094027,224.9098161,2.235171231,1
611,23.97291186,71.6833904,61.93298312,70.52225957,188.1961425,226.939354,1.023788939,1
612,24.96342227,79.66756235,59.2054902,71.87998846,139.138374,225.7263817,2.408635487,1
613,26.24481064,75.23981531,60.43554778,64.26760484,139.4309241,243.0441403,3.02300009,1
614,26.38465317,63.78123932,61.14477898,71.05859806,157.8606669,232.6157754,0.763131115,1
615,26.85785763,57.088436,63.65102382,66.98470959,145.1989522,235.7722321,2.191621376,1
616,27.22161955,73.03211796,64.54712655,65.9318461,150.7585448,246.793578,0.723766667,1
617,29.96184695,55.58031024,57.20012038,62.90580993,126.1728366,245.5138958,0.892335648,1
618,27.46147248,50.17561783,58.56649474,65.70652003,175.7410308,241.9097839,0.8734164,1
619,27.43443816,54.85299576,57.72076961,67.96530847,137.0819788,299.2231265,0.732763795,1
620,24.07116295,68.94586281,56.59219178,66.0684299,129.3351831,271.9066455,1.152713585,1
621,22.3632381,64.73701108,59.2054902,60.90688362,149.0812021,289.9343216,1.298246923,1
622,21.88052498,61.2880541,58.59836977,66.84016957,137.5620753,263.9304384,0.723766667,1
623,20.59946624,59.1797345,58.17746563,66.24877973,148.1857538,263.1227647,1.862230048,1
624,18.5882552,57.8067718,61.27206366,85.42823529,138.9130205,256.3212541,1.404267628,1
625,19.46840425,52.23736849,65.46021205,66.24447303,182.3885616,286.6362761,1.396432017,1
626,19.56933604,57.16919341,60.69581999,63.52234087,138.7958771,298.7753478,1.182965172,1
627,20.87220688,54.46898481,61.56859969,73.06895842,116.8511689,235.6535659,1.848965804,1
628,22.48177716,53.82422717,59.2054902,65.50980475,196.4072856,276.0700154,1.417964542,1
629,22.49280101,60.07378413,63.86887625,59.32246024,162.1925147,243.1227647,0.742275396,1
630,21.98334641,74.53866669,55.30312914,70.25262929,155.016746,238.7309916,1.457155147,1
631,23.68031544,78.95466593,56.1108214,68.01570696,153.1104189,262.2572238,2.554873228,1
632,20.77195403,68.90747655,57.09419289,66.62454539,167.5806303,241.4243647,1.747708148,1
633,18.31694438,92.5588369,58.32220732,66.90968924,175.7460768,208.9033588,1.276443889,0
634,16.7380966,68.65776151,58.06987781,68.57983818,169.3550474,292.3995479,0.907056859,0
635,17.41067897,122.3371098,56.26137317,68.16655897,110.707272,254.1581767,1.654303957,0
636,17.38686134,126.1299549,58.41989096,63.61054228,144.2818915,213.1227647,1.742136788,0
637,16.94261788,117.9711402,58.46500316,73.69299667,118.5413062,246.4711431,1.450196099,0
638,18.96089564,118.5609954,57.96651325,64.92635763,154.8189807,193.3515897,1.083409097,0
639,19.89465013,124.4783819,58.421394,60.83475829,124.0094871,281.5204729,0.723766667,0
640,19.35511471,110.8455385,57.45646726,66.62704963,136.1962368,237.0235011,0.788225393,0
641,20.21234866,108.087287,58.74189753,65.99141508,152.8072755,213.1227647,1.900764149,0
642,18.48156863,106.5691266,58.21476043,71.92648997,141.3110355,282.9458722,2.563587035,0
643,17.64991003,116.2012641,58.94105451,75.66829768,123.2658451,210.3590032,0.723766667,0
644,19.26327312,99.34497639,57.89267979,79.80753943,144.344949,215.6985048,3.294291958,0
645,25.98096164,105.3195975,59.25229604,68.68532182,127.1621258,252.3008732,2.775944301,0
646,16.63224914,106.7867913,54.632694,72.09207669,141.7375231,218.5787164,2.201301729,0
647,17.28942332,97.53734642,59.2054902,66.36397878,145.1618855,255.501703,3.469925178,0
648,18.06112949,85.55689983,52.17661791,64.20983021,132.7964883,245.4481595,2.161623158,0
649,21.99132608,80.12146768,59.2054902,65.82649769,162.4219119,235.5327188,0.485651579,0
650,22.07365581,60.19083856,58.32617055,71.55189799,140.7930464,245.2347113,1.013323434,0
651,26.45439145,71.73736468,50.64064739,67.14821666,134.6398974,234.2321048,2.06846749,0
652,23.39083398,56.36649631,58.88542117,69.15249491,129.6492673,199.9591402,1.984376172,0
653,21.19276789,113.2167451,52.60966061,69.20886327,119.8770306,199.8255931,0.410302226,0
654,27.69040453,67.90953365,54.15157222,70.89239069,158.764869,264.42002,0.345637111,0
655,23.87189353,113.2167451,53.94148316,62.50766838,130.1135037,222.5364063,0.617881726,0
656,27.44323225,65.44235975,56,62.88132329,152.7191969,239.9789246,0.940785904,0
657,24.15048562,68.5225519,56,63.43959687,179.6755255,203.1477696,1.260217163,0
658,23.59973783,64.80400278,56,85.42823529,160.7979432,256.2505479,1.145343903,0
659,28.37961009,47.89085462,56,69.1189162,158.7259441,239.1044888,1.238537982,0
660,18.25616935,67.16025014,56,67.33733268,169.8049714,231.9891264,1.286137964,0
661,17.11959991,113.2167451,56,66.93211111,129.0517968,242.3288608,1.107834934,0
662,18.48156863,120.5750746,56,63.89804569,124.1758824,278.8064586,1.098110738,0
663,17.0771473,122.5429761,56,66.76404043,147.0997235,233.8129577,1.564248805,0
664,17.64998654,119.6364241,56,71.33310431,158.8240465,275.7630675,1.494901697,0
665,17.45643982,113.2167451,56,72.30024358,124.1758824,298.8690146,1.105824434,0
666,18.66699551,113.308386,56,68.80399056,144.9016166,213.1227647,1.006002671,0
667,16.27874214,105.6162695,56,64.82551333,147.339593,271.7914047,2.750474585,0
668,17.27906602,96.54092423,56,71.43188653,162.2549158,213.1227647,1.522853835,0
669,19.32686055,96.90117959,56,70.77900762,177.619687,309.161794,2.105130323,0
670,22.82556557,90.33032433,56,68.98965311,142.0138044,274.8436943,3.539031057,0
671,20.92273022,82.6832249,56,70.62511591,169.1866331,300.348307,1.333217945,0
672,21.49661696,89.2864399,56,64.26957902,177.5897067,213.1227647,1.696574164,0
673,18.48156863,78.32078953,56,70.79883465,168.4132646,286.9288426,1.543986082,0
674,24.4087756,72.91815323,52.69,69.029199,187.0327366,235.9756494,1.686066422,0
675,17.18320074,113.2167451,56,70.92345029,124.1758824,259.4745323,2.829525664,0
676,20.70558099,53.13024554,56,72.39335882,127.1214653,280.8649871,1.126852875,0
677,18.81225349,64.50800023,56,66.84100251,141.2135397,193.3667272,1.323684247,0
678,19.09907302,44.22736968,56,68.47846924,156.4762929,269.6228408,0.723766667,0
679,18.41189555,91.2059394,56,69.87614426,161.2486275,266.6401668,1.294486128,0
680,19.99386186,117.5071817,56,65.41783076,142.7368916,271.5092034,2.276292988,0
681,23.8065307,112.6371475,56,78.53105395,166.9147729,224.3308289,0.993622846,0
682,16.54119612,114.5652539,56,67.11005406,173.932154,213.1227647,2.036827042,0
683,25.55274749,83.55486682,56,72.79879268,160.1996838,288.9235308,1.309348478,0
684,25.8655269,113.2167451,56,64.51248074,153.4179023,214.7904243,-0.080190775,0
685,24.50143325,84.98801595,56,88.5454044,118.3146054,199.0084776,1.756303203,0
686,21.30067582,73.50679828,56,75.79342242,95.8896501,224.6327595,2.270467801,0
687,23.16570643,56.77903512,56,75.55996636,161.5834086,226.6154553,1.398884088,0
688,28.95765162,108.1561237,56,73.98667413,108.95454,257.5059433,0.666104073,0
689,25.73375794,104.5101832,56,70.90404784,126.3155606,247.041796,0.634346518,0
690,27.4093824,59.78141198,56,70.36454254,146.5576302,256.3923287,1.023801896,0
691,15.7768174,63.9587134,56,66.98240547,141.4880939,229.8460063,1.169314473,0
692,17.21360704,52.25917651,56,67.62804346,137.9889815,283.4550444,1.498340158,0
693,17.66939208,51.75001389,56,67.72568038,144.6409832,265.7492295,0.983290172,0
694,17.37218438,61.74681599,56,66.57807093,103.6759402,243.6073803,2.353655927,0
695,18.48156863,72.88502911,56.04,66.91882998,143.010217,261.4888909,2.293268242,0
696,18.1286559,65.29810635,56.92,85.42823529,168.3659192,247.5654065,2.587853312,0
697,18.48722112,54.99671169,57,66.9122665,170.6527952,255.5550793,1.567208992,0
698,20.90742306,61.26157277,57,70.46707166,166.2288337,289.9198072,1.137775587,0
699,21.52406697,52.65517257,57,63.89931403,132.5886252,278.0975585,2.448506264,0
700,26.26291223,83.4425982,57,67.02321565,177.9292064,283.2548757,1.603195274,0
701,22.40253216,65.29527412,57.79,85.76478501,119.8866693,189.9859575,3.471517316,0
702,20.02622205,67.46147943,58,84.86222462,135.1772664,202.8505258,2.146703626,0
703,24.05462873,76.48073063,56.45,82.58293162,113.3331708,210.1132245,2.520474238,0
704,23.85627977,64.33930282,58,70.15195266,153.9674721,260.8570916,2.889476394,0
705,17.00208086,67.97383473,58,85.42823529,124.1758824,242.4878821,1.971899529,0
706,19.1392887,53.44966863,56.22,69.01020085,138.6882421,277.6016468,0.371602749,0
707,17.81893526,55.92094925,55.67,66.61769795,140.0771326,219.2763108,0.778946187,0
708,20.1843105,64.24226705,58,65.88763249,123.9366464,258.6181141,2.628553927,0
709,20.5724165,113.2167451,58,61.66887271,124.1758824,231.9147119,0.756511184,0
710,23.64473517,72.35526208,54.95,65.65241927,138.3734318,245.3524029,1.145998571,0
711,21.46476217,64.05949864,58,69.28593758,164.4794534,253.0763683,2.318522081,0
712,25.59797721,84.27129977,58,63.02733043,132.6499171,302.5149332,0.545381128,0
713,21.70077991,75.04292442,58,66.48333714,120.1540723,184.5407321,2.707167948,0
714,25.30001419,90.22800872,58,95.54517638,103.7124246,187.1424635,0.74986381,0
715,17.92755714,65.28826116,58,98.07206917,111.9541518,196.0036046,0.738408498,0
716,19.90302836,107.1284123,58,99.37072534,102.6867123,198.8596191,0.922257408,0
717,24.635077,82.12031123,58,97.0600118,106.3288278,187.9649155,1.961291909,0
718,26.01560778,68.95964092,58,95.3811778,109.1514168,190.1526141,1.557638873,0
719,18.48156863,69.19989698,58,85.42823529,111.7698646,190.4037197,0.29329928,0
720,18.48156863,68.85800279,58,92.67104016,128.5943236,190.2950959,2.639971696,0
721,25.80689352,71.63630265,58,91.78185479,127.5863061,193.2764096,0.723766667,0
722,16.66655793,51.50968058,58,90.55710781,139.0846455,198.8322528,2.426524133,0
723,27.36887515,73.49513146,58,88.04939875,103.6924752,208.3078919,1.613851456,0
724,18.81882389,74.52093956,58,88.52671489,148.4595121,203.7044734,2.820609855,0
725,24.17197999,69.18953684,58,87.99594366,132.1675154,197.0851167,2.271700417,0
726,19.72671032,77.7818564,58,90.30558492,135.415339,199.2288884,0.723766667,0
727,23.57499763,73.43853531,58,85.82659784,137.3062659,201.4103538,0.723766667,0
728,28.42025222,62.47280448,58,80.7295162,138.0281513,213.1400224,0.412773299,0
729,25.40763285,73.44682599,58,79.8170936,120.7991609,228.2300768,0.723766667,0
730,25.20794915,85.67155652,58,85.42823529,154.3410556,211.8920076,0.124568946,0
731,23.04855073,68.29863583,58,88.47856508,112.9702703,200.51846,0.423933923,0
732,23.27896466,65.72554328,58,85.70061853,131.4325862,199.7157553,0.253700898,0
733,22.51448193,52.4023968,58,84.53836673,113.19204,191.7791738,0.571476359,0
734,27.44500683,79.19419837,58,82.72610561,141.6161524,211.0377371,0.448683397,0
735,19.79093017,53.59701495,58,81.62738291,158.0118215,207.7890475,0.525264167,0
736,23.65540598,81.72140248,58,79.09226379,124.1758824,220.4730903,0.618176624,0
737,17.48156863,89.17643706,53.63,81.39281197,128.5761159,214.1431437,0.615469876,0
738,25.17439616,62.11522364,63,78.19548322,82.99142037,216.2953341,0.987979753,1
739,22.04106052,62.06478113,65,69.2081696,136.8226895,248.6274762,1.262700555,1
740,26.3047943,56.10835863,68,65.84736319,179.6997535,251.8462324,1.04580484,1
741,23.6740478,63.2167451,62.07,85.42823529,158.262431,325.3395224,0.809627696,1
742,21.56377008,63.82858247,63.74,69.14657506,124.1758824,307.0556645,0.771412965,1
743,23.19321414,64.16058642,67.58,63.12940116,148.6707383,310.977819,2.032832517,1
744,21.79389014,65.74554585,69.46,72.95770504,149.9536269,297.6609048,2.878691563,1
745,24.60870198,58.15194606,65.5,72.52474618,168.8109338,213.1227647,3.301704795,1
746,26.727799,57.2328354,64.52,67.15113466,186.8124918,213.1227647,1.407530216,1
747,21.91453001,106.1973537,55.5,71.29264165,186.0037808,245.7291602,0.872493003,0
748,18.48156863,86.3911371,55.5,60.74033549,159.7160662,251.4845898,0.624312434,0
749,18.48156863,77.33502518,55.5,53.89548491,142.9276316,272.3603212,1.394838247,0
750,25.43027832,72.77216187,55.5,69.00530596,124.1758824,336.032016,0.853566397,0
751,27.00148823,78.00522534,55.5,55.07062746,165.7925558,196.7952764,1.87279737,0
752,25.68562149,69.15116346,55.5,72.31124222,124.9384212,213.1227647,1.744851462,0
753,25.83929921,67.3187419,55.5,68.24955177,117.5854673,276.6590544,1.613102725,0
754,29.90194902,49.92558048,57.33,70,112.3,223.45,0.564,0
755,18.48156863,60.41285254,57.903,72,114.56,212.34,0.43,0
756,22.80641375,93.2167451,59,71,118.34,120.3,0.3,0
757,16.86831965,78.61103028,60.41061723,65.67710739,148.6978994,270.8527563,1.361935903,1
758,22.64340282,75.11812388,62.85741363,67.5704081,124.1758824,246.4316732,1.734199462,1
759,24.0239739,73.63996305,63.17504564,72.46771389,166.150497,239.7217852,1.79553584,1
760,24.7839731,76.2452193,64.2054902,65.78959802,169.0929219,249.4286488,1.961964431,1
761,22.96174228,72.36863354,64.37521013,61.26387019,154.9442357,234.0442619,1.872344194,1
762,25.37805371,70.99327989,63.49483793,85.42823529,145.4601879,249.5319969,1.99650472,1
763,26.86030357,65.22216665,64.20260004,69.92975824,149.4414214,248.6884896,0.982279757,1
764,27.11878098,63.1142343,61.55475807,66.92293656,124.1758824,287.4630539,1.675101933,1
765,19.7259812,68.81699673,69.61621864,69.58690601,122.643771,201.8891902,0.824825892,1
766,21.06444709,63.2167451,64.32395268,64.33531935,120.1152812,213.1227647,1.299363338,1
767,25.98471991,66.44163509,67.20994905,68.530681,120.7971867,253.9002318,0.895213154,1
768,22.51043251,55.13092037,68.99813508,66.00672042,154.9083521,253.4614618,0.883869708,1
769,23.54567917,72.14420686,69.30995472,59.88182502,155.2364469,278.3575399,1.0845161,1
770,18.48156863,69.67861402,60.9474711,68.16595319,146.6994843,262.8754055,0.937840631,1
771,20.52451799,68.03257758,62.18803202,67.03925251,168.8870777,283.8921996,1.062866913,1
772,21.51702307,65.29005628,65.78544108,63.29418063,150.8893926,262.9950006,0.899305007,1
773,19.96465432,113.2167451,54.10704136,84.1455521,127.2573627,217.9101914,0.265480636,0
774,17.73229115,108.6286046,59.04355302,80.17264213,137.4319522,204.4362668,0.426987383,0
775,17.39962193,101.2613202,57.93309265,78.4955565,131.3439581,208.1682331,0.373456775,0
776,17.26744332,90.89366767,59.2054902,76.24449239,128.1309515,206.2233325,0.68362327,0
777,18.01886766,79.04770171,60.23113636,72.37324377,139.5199111,213.0562733,0.637567222,0
778,16.76964933,83.39135516,57.65939842,69.68176826,117.6638794,245.4835753,0.908488301,0
779,16.33400722,85.54920124,60.06364818,71.30400132,124.1758824,214.2476716,1.248449667,0
780,15.8983651,80.15087546,62.82670643,74.28626874,138.9065933,207.1437535,1.122133134,0
781,15.46272299,79.27616004,62.53942352,71.00578188,116.2043995,208.4923142,0.723766667,0
782,15.02708087,80.66646434,56.34143982,71.90046454,155.5031572,227.9467556,1.334021869,0
783,14.59143876,81.29032872,58.04169146,71.75135482,147.4125191,205.8786217,1.443817397,0
784,14.15579664,87.46212955,57.30352468,71.6022451,143.9779607,267.3480486,1.284454619,0
785,16.12988928,83.33495845,56.25203141,71.45313538,163.5063376,195.8953949,2.593461399,0
786,25.3701347,87.56423549,54.38657442,71.30402566,159.8232413,244.4120978,1.712268953,0
787,23.19367674,80.35766606,52.56046659,71.15491594,170.2115794,217.2909829,1.357797222,0
788,26.24378668,88.92072239,59.12525052,71.00580622,156.4235996,216.3636268,1.683297881,0
789,26.05567951,82.5103415,57.11119955,70.8566965,154.2825814,213.1227647,2.009561351,0
790,20.23745869,81.29491503,59.2054902,85.42823529,157.5613166,251.4422094,1.620223068,0
791,23.45954339,83.79648825,53.90445012,69.32221254,115.2944366,258.3338838,1.589582425,0
792,18.48156863,84.44807413,51.32906069,61.98295458,191.2022498,258.4184659,2.033301507,0
793,16.91461399,100.1979007,56.66015617,85.42823529,118.0273879,213.1227647,0.529356684,0
794,15.79036054,115.8840094,59.76387862,88.04138641,122.8102816,214.7896568,0.723766667,0
795,18.41499458,113.3350859,58.70147904,85.42823529,155.2090181,193.4603143,0.144839932,0
796,17.63778173,114.1102271,59.2054902,85.42823529,114.8222367,192.3614648,0.291728108,0
797,16.36915068,117.7493057,59.34962716,82.9835306,129.1185584,196.3815227,0.315851198,0
798,17.49327087,106.7150902,57.31138851,82.38972188,139.929559,204.8154397,0.471351415,0
799,18.48696842,113.2090699,57.97104638,82.31599083,106.5216096,201.2040146,0.513820562,0
800,16.79044431,105.3318445,57.22751742,81.21649536,116.3183449,198.6685096,0.702490825,0
801,18.23266388,103.9123536,57.91318035,80.42168946,126.4536337,210.9758293,0.788511613,0
802,17.90069655,98.48038445,55.50062679,99.59229181,117.962609,214.6578815,0.972951657,0
803,19.35803504,94.13429068,57.19079403,98.76289416,98.783206,200.8906587,0.603369308,0
804,18.48156863,85.36776858,61.13518919,97.93349652,99.34210761,221.0308775,0.933992959,0
805,19.50496762,84.1997894,59.88366437,97.10409887,168.5553322,210.5771557,1.128668693,0
806,19.9557296,83.75339267,56.67604189,96.27470122,158.9286672,236.5754905,0.932878075,0
807,20.40649158,78.48011808,61.75362693,95.44530358,166.5574809,241.037265,1.019630568,0
808,20.85725356,67.26237426,62.08897041,94.61590593,145.7630594,214.8292312,1.494523047,0
809,21.30801554,67.66659663,62.74995708,93.78650828,110.8171097,228.8138601,1.160711563,0
810,21.75877752,69.83733349,60.73284734,92.95711064,155.6861431,207.3810136,0.723766667,0
811,22.2095395,68.45162406,60.53311069,92.12771299,174.603721,236.2943645,1.608096765,0
812,22.66030148,65.57900801,52,91.29831534,188.6182589,229.3826189,1.650522145,0
813,20.979066,65.24135571,54.73119699,90.4689177,143.9037602,219.7813738,3.278309368,0
814,24.75541949,45.57771495,54.26636448,89.63952005,177.521408,300.9988382,1.817539294,0
815,29.23006137,59.7510879,58.27408999,88.8101224,143.0200856,247.7060512,1.978257164,0
816,18.48156863,131.5851128,58.19805214,85.42823529,126.680001,178.6431455,0.723766667,0
817,15.40362163,130.3199514,56.47215744,93.94375541,108.2079524,190.8515023,0.133251993,0
818,15.46506612,136.7635804,56.56744899,93.29945271,120.0348437,186.0094331,0.205571683,0
819,16.65250127,132.9022455,57.42211536,90.43863648,109.4985796,193.1997287,0.126843909,0
820,15.75154933,138.4271983,58.4226258,89.78448213,124.5068063,187.0308874,0.186549075,0
821,16.6468437,113.2167451,57.76543597,93.297106,126.925101,213.1227647,0.282208285,0
822,18.48156863,122.710918,59.13822961,89.84001653,108.3747393,200.190964,0.469244531,0
823,16.71004531,121.2631178,58.73332248,86.01475559,133.6209241,189.4626415,0.20915384,0
824,16.91334886,124.3006568,58.63090395,88.84627242,133.6174258,193.8179066,0.275496739,0
825,17.22923678,118.5807622,58.97779738,84.63168649,124.1758824,202.6723291,0.723766667,0
826,14.99485912,113.2167451,56.80007891,83.39536028,133.7577164,208.4395292,0.552029726,0
827,17.17798383,104.3981841,56.48458566,80.26046898,117.3854417,215.6598801,0.472943501,0
828,15.99358284,92.61042839,59.37197569,82.85430013,145.6185527,209.8418749,0.812827663,0
829,19.53649088,96.63936002,60.13835907,82.07742401,155.9654714,210.5124275,0.653309259,0
830,18.00271959,83.41131825,59.17165698,81.25294031,122.1670113,211.5888203,0.856064913,0
831,28.26341156,62.53929088,62.1098292,80.42845662,141.2213508,218.9199971,0.780559137,0
832,22.98906473,64.79109364,55.28660683,79.60397292,113.8657499,272.6034744,1.983807508,0
833,21.51040141,69.79930448,56.29168199,85.42823529,156.9100905,252.7464026,1.853137744,0
834,17.98307741,113.2167451,59.2054902,66.28036397,126.955705,269.6185017,0.558752188,0
835,18.84461321,113.2167451,56.31171159,85.62491415,116.9247357,224.9026749,0.248774412,0
836,16.82715862,104.4422542,56.56202575,85.79808314,117.3640792,210.1846549,0.737110028,0
837,16.15777536,90.85615039,59.5174256,85.97125213,108.843848,203.5887348,0.485356789,0
838,18.16551225,98.3658565,56.93866125,86.14442112,168.0948121,196.066041,0.652823978,0
839,18.08337759,113.2167451,57.57001747,86.31759011,133.3513163,213.9774786,0.826103187,0
840,18.0551363,88.70922029,58.83979147,86.4907591,142.5186031,222.50411,0.900412597,0
841,20.82775358,78.71581363,51.93356447,86.66392809,146.5780566,218.9011679,1.15056222,0
842,18.20523783,91.58885575,60.79051907,86.83709708,110.6413128,239.3293813,1.039349801,0
843,19.10415085,73.72320253,60.83746032,87.01026607,140.401477,216.6912452,1.223932164,0
844,26.38713215,29.65476615,60.08986125,87.18343506,115.7811468,256.1458091,1.6045748,0
845,19.94426419,78.41847543,52.47396113,87.35660405,106.6268283,264.5278744,2.199569414,0
846,22.45466929,65.49006016,54.17757483,87.52977304,141.8104933,370.5250173,1.967456214,0
847,18.48156863,112.1731487,57.14829287,87.70294203,131.3989153,183.0476017,0.330152433,0
848,18.38829156,81.12916888,59.2054902,87.87611102,120.3655947,212.0441075,0.566125568,0
849,19.18649304,94.90537907,55.94399902,88.04928001,133.7542822,211.8393019,0.755698053,0
850,22.5743891,78.82701694,58.44973512,88.222449,147.1922415,203.2475462,1.342745674,0
851,29.42522464,34.65361135,53.27291842,88.39561799,113.9884619,174.2987719,2.763094159,0
852,28.55755403,62.28539831,50.86807509,88.56878698,132.2655309,310.0931586,0.723766667,0
853,17.46815339,56.66537292,51.86220069,88.74195597,133.7975583,213.1227647,2.093458319,0
854,17.97861426,91.04138089,59.2054902,93.59053737,124.1758824,189.5248385,0.604736503,0
855,15.89726335,122.259404,58.33421906,80.76215244,123.7461125,195.58949,0.579859949,0
856,16.54593241,106.0007524,57.65581165,80.54868465,104.8544858,200.4776498,0.451101853,0
857,18.48156863,107.0024963,55.80696091,81.66915515,152.9000926,203.5164396,0.489980681,0
858,18.66036568,93.36102823,59.92517595,81.90033346,109.465857,214.6163772,0.80718216,0
859,20.93808965,88.3604129,59.30964959,82.35383481,169.0847405,220.3322172,0.862773564,0
860,19.45921683,83.71854991,60.02134806,82.80733617,110.1666368,203.41981,0.950216841,0
861,22.04512864,61.52965541,52.30443561,85.42823529,140.6897371,210.8353941,1.167725651,0
862,20.80100208,67.01935356,54.24843489,92.4165368,136.8233317,239.3030028,1.230094939,0
863,24.45098702,90.46441109,58.74098149,90.33386106,143.0993507,273.5539167,1.179985958,0
864,21.7232022,96.59108347,50,80.26042774,149.5513103,263.9861704,0.723766667,0
865,20.58193526,97.15429083,50.96948629,84.64908998,166.1498933,255.8590901,2.309323675,0
866,26.26484228,98.46632984,50,90.65129549,172.9834399,240.3259503,0.723766667,0
867,24.61024255,105.6186032,56.22451618,86.56386045,161.43476,278.8952772,1.328167707,0
868,18.48156863,113.2167451,57.84286781,84.6363292,124.1758824,208.2228837,0.320612436,0
869,17.24824586,121.1282887,58.73882765,85.42823529,108.3419967,208.7251088,0.723766667,0
870,16.88621655,119.5488155,55.2781651,85.50309592,144.6466358,189.8697649,0.234814233,0
871,16.22677443,116.1862746,57.46799465,82.3668707,131.2461504,187.7266885,0.342918611,0
872,17.80186293,124.7306814,55.74366696,83.17397801,124.1758824,197.8931978,0.463316072,0
873,19.07405791,113.2167451,58.60964846,82.14562314,124.1758824,198.941381,0.54408647,0
874,17.27541122,114.2177407,59.15557004,82.52808446,121.4821844,205.6818076,0.776162012,0
875,16.69600815,112.4252076,56.28797677,83.10154675,124.1758824,203.7536597,0.382165226,0
876,17.87035363,113.6036016,55.82165022,85.04855777,131.5071284,197.2981184,0.428129098,0
877,26.9277297,57.45063851,61.88597563,64.98158069,118.441326,308.7939352,1.691805402,1
878,24.15334034,46.34595504,68.41428523,65.64134897,121.1758824,236.0822101,0.114585438,1
879,25.30483688,113.2167451,67.05762478,65.86789606,124.1148372,283.2355815,1.571084408,1
880,24.91559589,75.75150762,66.09027385,63.98223247,124.1758824,213.1227647,2.580500871,1
881,27.78797424,65.63301976,65.37457169,69.92215763,139.8786704,235.713694,0.866643534,1
882,18.48156863,69.11631426,62.1484539,85.42823529,131.9611831,269.6919017,1.159242054,1
883,25.12618441,50.37847844,68.1228092,63.35615108,140.6621092,263.5045527,1.449648859,1
884,26.9731864,69.342686,59.87157103,63.58867075,145.3100182,256.8613319,2.273879991,1
885,29.92011198,79.14063076,59.2054902,64.55856577,149.4846555,222.8712259,3.020092699,1
886,25.84329745,77.21084515,63.34462831,66.69469654,150.6409806,265.4748667,0.063026231,1
887,24.51982968,81.39942717,59.2054902,62.50377951,151.7930844,257.5323275,0.723766667,1
888,22.39895076,56.23463065,62.5448231,59.5255497,153.4408815,213.1227647,1.732401344,1
889,25.45478396,59.66768219,64.25817014,71.14222775,155.6673057,213.1227647,1.168441786,1
890,27.69987657,48.11634451,62.64821132,64.06139184,157.6036915,300.8319537,0.379999986,1
891,22.22719946,56.61378143,59.2054902,85.42823529,150.9336955,308.8266723,1.561245311,1
892,26.86411384,53.38988301,59.52490398,56.5378411,147.0621921,200.5773333,2.250941413,1
893,30.78417491,46.28427054,68.75300138,69.66974196,108.3388358,213.1227647,1.515535572,1
894,24.13890423,68.2259475,67.50491642,63.53423601,136.0823184,283.3199014,1.705528944,1
895,17.77233302,110.0500038,59.19568318,90.06218493,130.027018,205.2746091,0.54790909,0
896,17.7722905,104.3770238,58.56965744,85.66630318,100.6173303,208.1638261,0.482714474,0
897,19.27171622,113.2167451,56.22205961,86.55821078,97.75824548,215.1678485,0.674342501,0
898,19.45414456,96.84091442,59.2054902,81.02780663,120.7793414,210.9500906,0.661636681,0
899,17.20277779,97.461673,59.2054902,79.40146902,95.36871653,213.4310914,0.405388225,0
900,18.26701328,97.93677977,59.43259849,80.82667885,110.1185667,211.6836138,0.337094626,0
901,18.61300153,89.05928769,60.19020968,85.42823529,122.7065195,209.9048045,0.277898056,0
902,19.04559832,113.2167451,59.2054902,89.28443312,134.5804337,220.9860963,0.294684009,0
903,18.97273311,101.6365091,56.09341422,81.51354516,134.7956702,196.0775613,0.323766667,0
904,16.4047919,113.2167451,60.17508201,83.20969857,146.1191155,197.9512466,0.432556511,0
905,17.8450477,99.09383398,58.94174486,79.87580225,143.0253148,201.7145232,0.723766667,0
906,17.14567578,99.24204445,60.95760093,78.12115654,158.0606107,212.4039045,0.709513585,0
907,20.03453364,93.04027915,58.78898819,76.64182601,131.6494167,204.8960228,0.64719592,0
908,20.03453364,93.04027915,58.78898819,76.64182601,131.6494167,204.8960228,0.6,0
909,24.70075293,69.07036469,60.72384693,66.60708197,117.77744,226.1848839,1.667481687,1
910,24.01238319,50.33918137,68.2054902,60.94453915,119.2444081,227.9071356,2.55176234,1
911,28.05077545,37.69816578,69.2054902,85.42823529,124.687777,231.5961564,2.695167971,1
912,22.93445017,113.2167451,73.04098862,92.4165368,124.138826,235.1227647,3.032060276,1
